"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/30/2012","PayPal","Withdrawal PAYPAL TYPE: ECHECKWithdrawal PAYPAL TYPE: ECHECK  ID: PAYPALEC77  CO: PAYPAL","35.00","debit","Shopping","ECHECKING 7688","",""
"11/29/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/28/12 0      2333973284     0 5814","3.33","debit","Business Meals","ECHECKING 7688","",""
"11/29/2012","Wal-Mart","Withdrawal POS #000000672815 STRWithdrawal POS #000000672815 STR WAL-MART #2245 705 COLLEGE BLVD OCEANSIDE CA","100.43","debit","Home Supplies","ECHECKING 7688","",""
"11/29/2012","Pollos Maria","Withdrawal Debit Card POLLOS MARWithdrawal Debit Card POLLOS MARIA INC NO 2 OCEANSIDE CA Date 11/27/12 0      2332980762     0 5812","6.57","debit","Restaurants","ECHECKING 7688","",""
"11/29/2012","El Camino","Withdrawal EL CAMINO COUNTR TYPEWithdrawal EL CAMINO COUNTR TYPE: ONLINE PMT  ID: 9500000000 CO: EL CAMINO COUNTR","500.00","debit","Entertainment","ECHECKING 7688","",""
"11/29/2012","Mercury","Withdrawal MERCURY CASUALTY TYPEWithdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","133.40","debit","Auto Insurance","ECHECKING 7688","",""
"11/28/2012","Ralphs","Withdrawal POS #000000002041 STRWithdrawal POS #000000002041 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","16.25","debit","Groceries","ECHECKING 7688","",""
"11/28/2012","In-N-Out Burger","Withdrawal Debit Card IN-N-OUT BWithdrawal Debit Card IN-N-OUT BURGER 000000 VISTA CA Date 11/26/12 0      2331198727     1 5814","10.34","debit","Fast Food","ECHECKING 7688","",""
"11/28/2012","Home Depot","Withdrawal POS #000094483001 STRWithdrawal POS #000094483001 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","55.65","debit","Home Improvement","ECHECKING 7688","",""
"11/28/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/27/12 0      2332990873     0 5814","3.72","debit","Business Meals","ECHECKING 7688","",""
"11/28/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/27/12 0      2332990865     0 5814","1.28","debit","Business Meals","ECHECKING 7688","",""
"11/28/2012","Withdrawal Saloncentrwithdrawal Saloncentric","Withdrawal Debit Card SALONCENTRWithdrawal Debit Card SALONCENTRIC6000101238 OCEANSIDE CA Date 11/27/12 0      2332991526     0 5999","15.17","debit","Personal Care","ECHECKING 7688","",""
"11/28/2012","Macy's","Withdrawal POS #000000758203 MACWithdrawal POS #000000758203 MACY'S 54 2559 EL CAMINO RL CARLSBAD CA","36.64","debit","Clothing","ECHECKING 7688","",""
"11/27/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/26/12 0      2331967189     0 5814","1.94","debit","Business Meals","ECHECKING 7688","",""
"11/27/2012","Shell","Withdrawal POS #000000097495 STRWithdrawal POS #000000097495 STR SHELL Service Station OCEANSIDE CA","72.32","debit","Gas & Fuel","ECHECKING 7688","",""
"11/27/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/26/12 0      2331967194     0 5814","1.28","debit","Business Meals","ECHECKING 7688","",""
"11/26/2012","Withdrawal Thai Gardewithdrawal","Withdrawal Debit Card THAI GARDEWithdrawal Debit Card THAI GARDEN OCEANSIDE CA Date 11/25/12 0      2330773431     0 5812","40.73","debit","Restaurants","ECHECKING 7688","",""
"11/26/2012","Costco","Withdrawal POS #000000490212 STRWithdrawal POS #000000490212 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","116.59","debit","Groceries","ECHECKING 7688","",""
"11/26/2012","Home Depot","Withdrawal POS #000011443101 THEWithdrawal POS #000011443101 THE HOME DEPOT 679 OCEANSIDE CA","8.07","debit","Home Improvement","ECHECKING 7688","",""
"11/26/2012","Wal-Mart","Withdrawal POS #000056507671 STRWithdrawal POS #000056507671 STR Wal-Mart Store 5075 WAL-SAMS OCEANSIDE CA","33.66","debit","Home Supplies","ECHECKING 7688","",""
"11/26/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4278 VISTA CA Date 11/23/12 0      2328593605     4 5814","20.43","debit","Fast Food","ECHECKING 7688","",""
"11/26/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00010405 VISTA CA Date 11/25/12 0      2330376847     1 5411","16.24","debit","Home Supplies","ECHECKING 7688","",""
"11/26/2012","El Camino","Withdrawal EL CAMINO COUNTR TYPEWithdrawal EL CAMINO COUNTR TYPE: ONLINE PMT  ID: 9500000000 CO: EL CAMINO COUNTR","500.00","debit","Entertainment","ECHECKING 7688","",""
"11/25/2012","Old Navy","Withdrawal POS #000075008267 OLDWithdrawal POS #000075008267 OLD NAVY USA Vista CA","13.53","debit","Clothing","ECHECKING 7688","",""
"11/25/2012","AT&T Wireless","Withdrawal POS #000099882555 AT&Withdrawal POS #000099882555 AT&T MOBILITY II L VISTA CA","43.29","debit","Business Telephone","ECHECKING 7688","",""
"11/25/2012","Withdrawal POS #000018431901 STRWithdrawal POS #000018431901 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","Withdrawal POS #000044225701 STRWithdrawal POS #000044225701 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","107.75","debit","Home Improvement","ECHECKING 7688","",""
"11/24/2012","Albertsons","Withdrawal POS #000000390003 STRWithdrawal POS #000000390003 STR #06740 ALBERTSONS 4150 OCEANSIDE BLV OCEANSIDE CA","80.46","debit","Groceries","ECHECKING 7688","",""
"11/24/2012","7-Eleven","Withdrawal at ATM #000022059979Withdrawal at ATM #000022059979 CT 7-11 2850 THUNDER DR OCEANSIDE CA","300.00","debit","Fast Food","ECHECKING 7688","",""
"11/23/2012","Consumer Reports","Withdrawal Debit Card CR *CONSUMWithdrawal Debit Card CR *CONSUMERREPORTS.OR 800-333-0663 NY Date 11/22/12 0      2327175296     1 5968","6.95","debit","Home Supplies","ECHECKING 7688","",""
"11/23/2012","Deposit Benjamin Powers","Deposit BENJAMIN POWERS TYPE: 3CDeposit BENJAMIN POWERS TYPE: 3CZE  ID: 1364350777 CO: BENJAMIN POWERS","1449.79","credit","Paycheck","ECHECKING 7688","",""
"11/22/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/21/12 0      2326211564     1 5814","3.54","debit","Business Meals","ECHECKING 7688","",""
"11/22/2012","Withdrawal Jose Tacwithdrawal","Withdrawal Debit Card JOSE'S TACWithdrawal Debit Card JOSE'S TACO SHOP VISTA OCEANSIDE CA Date 11/21/12 0      2326222657     1 5812","7.11","debit","Restaurants","ECHECKING 7688","",""
"11/22/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/21/12 0      2326211561     1 5814","7.39","debit","Business Meals","ECHECKING 7688","",""
"11/22/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 11/21/12 0      2326550824     1 7372","13.33","debit","Web Hosting","ECHECKING 7688","",""
"11/21/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/20/12 0      2325037466     1 5814","3.77","debit","Business Meals","ECHECKING 7688","",""
"11/21/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 11/20/12 0      2325165722     1 5735","20.00","debit","Entertainment","ECHECKING 7688","",""
"11/21/2012","Withdrawal Calvary Chapel","Withdrawal CALVARY CHAPEL O TYPEWithdrawal CALVARY CHAPEL O TYPE: DIRECT PAY  ID: 1330179300 CO: CALVARY CHAPEL O","900.00","debit","Tithe","ECHECKING 7688","",""
"11/21/2012","Deposit Benjamin Powers","Deposit BENJAMIN POWERS TYPE: 3CDeposit BENJAMIN POWERS TYPE: 3CZE  ID: 1364350777 CO: BENJAMIN POWERS","1449.79","credit","Paycheck","ECHECKING 7688","",""
"11/20/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/19/12 0      2324050421     1 5814","1.28","debit","Business Meals","ECHECKING 7688","",""
"11/20/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/19/12 0      2324050420     1 5814","1.67","debit","Business Meals","ECHECKING 7688","",""
"11/20/2012","In-N-Out Burger","Withdrawal Debit Card IN-N-OUT BWithdrawal Debit Card IN-N-OUT BURGER 000000 OCEANSIDE CA Date 11/18/12 0      2323992031     0 5814","14.28","debit","Fast Food","ECHECKING 7688","",""
"11/20/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F27414 OCEANSIDE CA Date 11/18/12 0      2323218434     1 5814","3.22","debit","Fast Food","ECHECKING 7688","",""
"11/19/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 11/17/12 0      2322521030     1 7372","13.33","debit","Web Hosting","ECHECKING 7688","",""
"11/19/2012","Albertsons","Withdrawal POS #000000073904 STRWithdrawal POS #000000073904 STR #06740 ALBERTSONS 4150 OCEANSIDE BLV OCEANSIDE CA","33.90","debit","Groceries","ECHECKING 7688","",""
"11/19/2012","Withdrawal Sammys Sanwithdrawal","Withdrawal Debit Card SAMMYS-SANWithdrawal Debit Card SAMMYS-SAN MARCOS SAN MARCOS CA Date 11/16/12 0      2321675323     4 5812","38.56","debit","Restaurants","ECHECKING 7688","",""
"11/19/2012","Togo's","Withdrawal Debit Card BR/TOGO'SWithdrawal Debit Card BR/TOGO'S #331527 Q35 OCEANSIDE CA Date 11/16/12 0      2321704872     4 5814","7.38","debit","Restaurants","ECHECKING 7688","",""
"11/18/2012","Withdrawal POS #000018431901 STRWithdrawal POS #000018431901 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","Withdrawal POS #000018276601 STRWithdrawal POS #000018276601 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","61.27","debit","Home Improvement","ECHECKING 7688","",""
"11/18/2012","Lowe's","Withdrawal POS #000010696774 STRWithdrawal POS #000010696774 STR LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","77.01","debit","Home Improvement","ECHECKING 7688","",""
"11/18/2012","Ralphs","Withdrawal POS #000000002958 STRWithdrawal POS #000000002958 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","42.94","debit","Groceries","ECHECKING 7688","",""
"11/18/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4278 VISTA CA Date 11/15/12 0      2320306421     1 5814","6.37","debit","Fast Food","ECHECKING 7688","",""
"11/18/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/16/12 0      2321131153     1 5814","3.81","debit","Business Meals","ECHECKING 7688","",""
"11/18/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/16/12 0      2321131148     1 5814","8.81","debit","Business Meals","ECHECKING 7688","",""
"11/18/2012","Lowe's","Withdrawal POS #000013980222 STRWithdrawal POS #000013980222 STR LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","31.14","debit","Home Improvement","ECHECKING 7688","",""
"11/17/2012","Withdrawal Strwithdrawal Str","Withdrawal POS #000000270289 STRWithdrawal POS #000000270289 STR G&M OIL CO., L G&M OIL CO.224 EME VISTA CA","52.25","debit","Gas & Fuel","ECHECKING 7688","",""
"11/17/2012","Lowe's","Withdrawal POS #000005915459 STRWithdrawal POS #000005915459 STR LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","9.65","debit","Home Improvement","ECHECKING 7688","",""
"11/16/2012","Exxon","Withdrawal POS #000000045490 EXXWithdrawal POS #000000045490 EXXONMOBIL POS 1990 COLLEGE BLVD OCEANSID CA","66.97","debit","Gas & Fuel","ECHECKING 7688","",""
"11/16/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F27414 OCEANSIDE CA Date 11/14/12 0      2319245855     1 5814","10.10","debit","Fast Food","ECHECKING 7688","",""
"11/15/2012","Vons","Withdrawal POS #000000968006 STRWithdrawal POS #000000968006 STR VONS Store 845 COLLEGE BLVD OCEANSIDE CA","107.33","debit","Groceries","ECHECKING 7688","",""
"11/15/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/14/12 0      2319913292     0 5814","1.82","debit","Business Meals","ECHECKING 7688","",""
"11/15/2012","Deposit Benjamin Powers","Deposit BENJAMIN POWERS TYPE: 3CDeposit BENJAMIN POWERS TYPE: 3CZE  ID: 1364350777 CO: BENJAMIN POWERS","1449.79","credit","Paycheck","ECHECKING 7688","",""
"11/15/2012","Withdrawal Debit Card CHIPOTLE 1Withdrawal Debit Card CHIPOTLE 1640 OCEANSIDE CA Date 04/29/12 0      2120851031     0 5814","Withdrawal Debit Card CHIPOTLE 0Withdrawal Debit Card CHIPOTLE 0479 OCEANSIDE CA Date 11/14/12 0      2319921925     0 5814","14.06","debit","Food & Dining","ECHECKING 7688","",""
"11/14/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 11/12/12 0      2317545639     0 5999","7.60","debit","Fast Food","ECHECKING 7688","",""
"11/14/2012","Lowe's","Withdrawal POS #000013912778 STRWithdrawal POS #000013912778 STR LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","176.30","debit","Home Improvement","ECHECKING 7688","",""
"11/13/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 11/12/12 0      2317970850     0 5735","4.99","debit","Entertainment","ECHECKING 7688","",""
"11/13/2012","Wal-Mart","Withdrawal POS #000052868655 STRWithdrawal POS #000052868655 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","76.28","debit","Home Supplies","ECHECKING 7688","",""
"11/13/2012","Togo's","Withdrawal Debit Card BR/TOGO'SWithdrawal Debit Card BR/TOGO'S #331527 Q35 OCEANSIDE CA Date 11/11/12 0      2316234359     1 5814","6.77","debit","Restaurants","ECHECKING 7688","",""
"11/13/2012","AT&T","Withdrawal ATT TYPE: Payment  IDWithdrawal ATT TYPE: Payment  ID: 9864031005  CO: ATT","181.20","debit","Business Telephone","ECHECKING 7688","",""
"11/12/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F27414 OCEANSIDE CA Date 11/10/12 0      2315489663     1 5814","15.04","debit","Fast Food","ECHECKING 7688","",""
"11/12/2012","Togo's","Withdrawal Debit Card TOGOS OCEAWithdrawal Debit Card TOGOS OCEANSIDE OCEANSIDE CA Date 11/11/12 0      2316494148     1 5814","20.84","debit","Restaurants","ECHECKING 7688","",""
"11/12/2012","Stater Brothers","Withdrawal POS #000000001656 STRWithdrawal POS #000000001656 STR STATERBROS157 1451 NORTH SANTA F VISTA CA","4.78","debit","Groceries","ECHECKING 7688","",""
"11/12/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4278 VISTA CA Date 11/10/12 0      2315490112     1 5814","38.15","debit","Fast Food","ECHECKING 7688","",""
"11/12/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 11/09/12 0      2314739443     4 5814","5.47","debit","Fast Food","ECHECKING 7688","",""
"11/12/2012","TJ Maxx","Withdrawal Debit Card TJ MAXX #1Withdrawal Debit Card TJ MAXX #1059 OCEANSIDE CA Date 11/11/12 0      2316794646     0 5651","90.46","debit","Clothing","ECHECKING 7688","",""
"11/11/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/09/12 0      2314072369     1 5814","1.67","debit","Business Meals","ECHECKING 7688","",""
"11/11/2012","Wal-Mart","Withdrawal Debit Card WAL-MART #Withdrawal Debit Card WAL-MART #5075 OCEANSIDE CA Date 11/09/12 0      2314206832     1 5310","113.91","debit","Home Supplies","ECHECKING 7688","",""
"11/11/2012","IKEA","Withdrawal Debit Card IKEA DIRECWithdrawal Debit Card IKEA DIRECT INTERNET 08004344532 MD Date 11/10/12 0      2315076284     1 5712","185.79","debit","Furnishings","ECHECKING 7688","",""
"11/11/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 11/09/12 0      2314077713     1 5411","7.47","debit","Groceries","ECHECKING 7688","",""
"11/10/2012","Exxon","Withdrawal POS #000000823336 STRWithdrawal POS #000000823336 STR EXXONMOBIL CIRCLE K 0947 OCEANSID CA","48.47","debit","Gas & Fuel","ECHECKING 7688","",""
"11/10/2012","Withdrawal POS #000018431901 STRWithdrawal POS #000018431901 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","Withdrawal POS #000029602301 STRWithdrawal POS #000029602301 STR THE HOME DEPOT 1018 5755 MISSION AVE OCEANSIDE CA","88.65","debit","Home Improvement","ECHECKING 7688","",""
"11/09/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/07/12 0      2312127118     1 5814","8.81","debit","Business Meals","ECHECKING 7688","",""
"11/09/2012","Michaels","Withdrawal POS #000019044280 MICWithdrawal POS #000019044280 MICHAELS #3859 OCEANSIDE CA","21.68","debit","Hobbies","ECHECKING 7688","",""
"11/09/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/07/12 0      2312127117     1 5814","2.90","debit","Business Meals","ECHECKING 7688","",""
"11/09/2012","Cost Plus World Market","Withdrawal POS #000000006136 STRWithdrawal POS #000000006136 STR COSTPLUS 2140 Vista Way Oceanside CA","36.17","debit","Furnishings","ECHECKING 7688","",""
"11/09/2012","Withdrawal POS #000052471401 STRWithdrawal POS #000052471401 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","Withdrawal POS #000051520601 STRWithdrawal POS #000051520601 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","54.02","debit","Home Improvement","ECHECKING 7688","",""
"11/09/2012","Withdrawal Sonyesprsswithdrawal Sonyesprsso","Withdrawal Debit Card SONYESPRSSWithdrawal Debit Card SONYESPRSSO3RD11213121 SAN DIEGO CA Date 11/08/12 0      2313853006     0 5814","1.94","debit","Business Meals","ECHECKING 7688","",""
"11/08/2012","Marshalls","Withdrawal Debit Card MARSHALLSWithdrawal Debit Card MARSHALLS #502 SAN MARCOS CA Date 11/07/12 0      2312775513     0 5651","21.74","debit","Clothing","ECHECKING 7688","",""
"11/08/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 11/06/12 0      2311449769     0 5999","8.00","debit","Fast Food","ECHECKING 7688","",""
"11/08/2012","Five Guys","Withdrawal Debit Card FIVE GUYSWithdrawal Debit Card FIVE GUYS SAN MARC SAN MARCOS CA Date 11/07/12 0      2312779573     0 5814","15.48","debit","Fast Food","ECHECKING 7688","",""
"11/08/2012","In-N-Out Burger","Withdrawal Debit Card IN-N-OUT BWithdrawal Debit Card IN-N-OUT BURGER 000000 OCEANSIDE CA Date 11/06/12 0      2311085160     1 5814","5.33","debit","Fast Food","ECHECKING 7688","",""
"11/07/2012","Check 777993006","Draft 000777993006409","40.00","debit","Babysitter & Daycare","ECHECKING 7688","",""
"11/07/2012","Check 776993006","Draft 000776993006208","50.00","debit","Babysitter & Daycare","ECHECKING 7688","",""
"11/07/2012","Sony","Withdrawal Debit Card SONY CAFEWithdrawal Debit Card SONY CAFE 11213147 SAN DIEGO CA Date 11/06/12 0      2311908461     0 5814","2.05","debit","Business Meals","ECHECKING 7688","",""
"11/07/2012","Withdrawal Oside Onliwithdrawal","Withdrawal Debit Card OSIDE ONLIWithdrawal Debit Card OSIDE ONLINE UTILITY B 760-4353550 CA Date 11/06/12 0      2311434616     1 4900","201.95","debit","Utilities","ECHECKING 7688","",""
